reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,50,NA,205,56,52,48,51,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,20,One-off,1,1,20,1000,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Aqrabat (Dana),NA,NA,SY07,SY0703,SY070301,C4127,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,65,NA,254,72,69,54,59,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,20,One-off,1,1,20,1300,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,NA,NA,SY11,SY1102,SY110200,C5792,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,31,NA,161,29,34,57,41,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,20,One-off,1,1,20,620,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,9,2,2,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,400,One-off,1,19.42,20.5973223480947,41.19464469618949,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,13,3,3,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,222.45108135942326,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,0,2,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,93.97528321318228,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,27,NA,130,25,31,29,45,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,2669.412976313079,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,22,3,5,6,8,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,436.6632337796086,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,29,2,7,9,11,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2515,One-off,1,19.42,129.505664263646,518.0226570545829,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,18,NA,100,10,27,30,33,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,1779.608650875386,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,27,3,5,9,10,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,436.6632337796086,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,6,NA,29,5,9,8,7,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2880,One-off,1,19.42,148.300720906282,889.804325437693,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,7,1,2,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3200,One-off,1,19.42,164.778578784758,164.77857878475797,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,11,1,2,3,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3650,One-off,1,19.42,187.950566426365,187.95056642636456,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,1,2,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3840,One-off,1,19.42,197.73429454171,197.73429454170957,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,13,2,3,5,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3920,One-off,1,19.42,201.853759011329,403.70751802265704,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,9,1,2,3,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,4800,One-off,1,19.42,247.167868177137,247.16786817713694,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,10,1,2,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5760,One-off,1,19.42,296.601441812564,296.60144181256436,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,6,NA,30,5,7,9,9,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,444.9021627188465,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,7,1,1,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1500,One-off,1,19.42,77.2399588053553,77.2399588053553,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,1,2,2,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1750,One-off,1,19.42,90.1132852729145,90.11328527291451,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,0,3,2,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,93.97528321318228,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,32,NA,141,21,33,38,49,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,3163.748712667353,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,18,2,5,5,6,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,327.49742533470646,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,11,0,5,3,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2560,One-off,1,19.42,131.822863027806,131.82286302780636,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,14,1,4,4,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2600,One-off,1,19.42,133.882595262616,133.88259526261584,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,11,0,5,3,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2880,One-off,1,19.42,148.300720906282,148.30072090628218,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,NA,NA,SY07,SY0704,SY070400,C4199,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,14,1,4,4,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3360,One-off,1,19.42,173.017507723996,173.01750772399586,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,NA,NA,SY09,SY0901,SY090100,C5086,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,0,2,1,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1370,One-off,1,19.42,70.5458290422245,70.54582904222451,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,NA,NA,SY09,SY0901,SY090100,C5086,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,13,0,6,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,148.30072090628218,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,NA,NA,SY09,SY0901,SY090100,C5086,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,0,3,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1765,One-off,1,19.42,90.8856848609681,90.88568486096807,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,NA,NA,SY09,SY0901,SY090100,C5086,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,19,2,5,7,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,281.92584963954687,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,NA,NA,SY09,SY0901,SY090100,C5086,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,7,0,3,3,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,109.16580844490215,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jarablus,Jarablus,Jarablus,NA,NA,SY02,SY0208,SY020800,C2227,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,0,2,3,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,74.15036045314109,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jarablus,Jarablus,Jarablus,NA,NA,SY02,SY0208,SY020800,C2227,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,13,NA,61,14,15,17,15,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,1285.2729145211122,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1370,One-off,1,19.42,70.5458290422245,70.54582904222451,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,20,4,5,6,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,296.60144181256436,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1500,One-off,1,19.42,77.2399588053553,77.2399588053553,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,9,2,2,2,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1765,One-off,1,19.42,90.8856848609681,90.88568486096807,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,0,3,2,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,93.97528321318228,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,63,NA,328,51,84,94,99,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,6228.630278063852,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,9,1,3,2,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,109.16580844490215,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
